step,actor_loss,behavior_kl,epoch,format_policy_token_fraction,grad_norm,pg_loss,pg_loss_format,pg_loss_match,policy_token_fraction,response_clip,train_consistency,train_format,train_format_dense,train_format_exact,train_match,train_plan,train_reward,train_reward_sem,val_consistency,val_format,val_format_dense,val_format_exact,val_match,val_plan,val_reward
10,0.015592253766953945,0.14318722486495972,0.0,1.0,1.3786259889602661,0.01559225402888842,0.023616250953637064,0.01323062856681645,0.9997084637482961,0.015625,0.371875,0.8881010658581137,0.9731501130418295,0.890625,0.4270689338235294,0.6365808823529412,0.5158790349960327,0.09959563023914161,0.2678571428571429,0.022757393973214284,0.55859375,0.48214285714285715,0.06009443331596205,0.23402370638177755,0.062370168577347486
11,0.021018974483013153,0.08580442517995834,0.0,1.0,16.731252670288086,0.021018972212914377,0.06092553911730647,0.014926418545655906,0.9996889680624008,0.046875,0.378125,0.8239886182751001,0.9510488741420667,0.890625,0.14210550378096976,0.2519234971120231,0.22450436651706696,0.04830219124680692,,,,,,,
12,0.02192583680152893,0.1386824995279312,0.0,1.0,3.0678441524505615,0.021925835651927628,0.06451800069771707,0.015474034764338285,0.999761829773585,0.0625,0.33437500000000003,0.7737020886900052,0.9300093638746044,0.828125,0.3143652982026144,0.5692299836601308,0.3917354941368103,0.08919854443376059,,,,,,,
13,0.01854114979505539,0.11260147392749786,0.0,1.0,7.56268835067749,0.018541149620432407,0.06100343819707632,0.012440805847290903,0.9997302293777466,0.03125,0.34375,0.7868112417367789,0.9645057091346154,0.875,0.19615715961772306,0.3893531976744186,0.27483829855918884,0.045421318968131244,,,,,,,
14,0.02130945771932602,0.12102139741182327,0.0,1.0,1.01260507106781,0.021309457602910697,0.08258441975340247,0.013051015208475292,0.9997569501399994,0.0625,0.275,0.7684515434398985,0.9399825246710526,0.875,0.10824494307170543,0.17931201550387596,0.18509012460708618,0.03600670927261786,,,,,,,
15,0.01841605082154274,0.13407965004444122,0.0,1.0,1.467647910118103,0.018416052917018533,0.08011207019444555,0.010404846630990505,0.9997641784804208,0.109375,0.421875,0.6916137711848189,0.8990498926819841,0.828125,0.16001969452994377,0.3212889734382125,0.22918108105659485,0.11102464585686822,,,,,,,
16,0.04359756410121918,0.09425799548625946,0.0,1.0,2.10672926902771,0.0435975668951869,0.14673349633812904,0.028924215934239328,0.9997926106055578,0.171875,0.315625,0.595411137172154,0.8342873709542411,0.75,0.04661703787619699,0.11092040013679891,0.10615815222263336,0.03716221290203745,,,,,,,
17,0.02403939887881279,0.10211624950170517,0.0,1.0,0.5387766361236572,0.02403939890791662,0.07182572013698518,0.016856826609000564,0.9996941387653351,0.046875,0.371875,0.7804367065429687,0.949810791015625,0.859375,0.2552076695261438,0.38887357026143793,0.33325135707855225,0.0957820686981394,,,,,,,
18,0.03140725940465927,0.11405458301305771,0.0,1.0,17.31443214416504,0.03140725882258266,0.07075872272253036,0.024331385735422373,0.9997367635369301,0.078125,0.425,0.7777811083928422,0.9174293652119939,0.84375,0.30189404141016873,0.5027618654050767,0.3796721398830414,0.09397963355798204,,,,,,,
19,0.025075972080230713,0.11652916669845581,0.0,1.0,1.21575129032135,0.02507597382646054,0.08815577591303736,0.016260396223515272,0.9997248172760009,0.078125,0.3875,0.7841377263566064,0.9189341248274672,0.859375,0.24460406454248368,0.4456546160130719,0.32301783561706543,0.10760218778956938,,,,,,,
20,0.012164581567049026,0.1389399766921997,0.0,1.0,1.5924402475357056,0.012164582003606483,0.02478597965091467,0.00968598434701562,0.999724268913269,0.015625,0.35000000000000003,0.839697591704266,0.9731702496295643,0.890625,0.27097909007352944,0.4597311580882353,0.35494884848594666,0.07256423219943314,0.2714285714285714,0.2735648018973214,0.6651785714285714,0.6428571428571429,0.0683174562460643,0.24494156189607624,0.09567393202866827
21,0.02482910454273224,0.15761715173721313,0.0,1.0,2.8276898860931396,0.024829103582305834,0.06303710746578872,0.018525392399169505,0.9997529344899314,0.0625,0.28125,0.8040797932942708,0.93744140625,0.890625,0.12120787377450981,0.2563929738562091,0.2016158401966095,0.04795175654821046,,,,,,,
22,0.010111193172633648,0.14710982143878937,0.0,1.0,1.3627245426177979,0.01011119234317448,0.034026472829282284,0.006708545581204817,0.9996898472309113,0.015625,0.278125,0.8484758493166086,0.9802742468758093,0.890625,0.10566263305831053,0.20604640475376196,0.19051019847393036,0.02899738666743992,,,,,,,
23,0.008789647370576859,0.08762937039136887,0.0,1.0,0.9937422275543213,0.008789647254161537,0.04041001223959029,0.0047486452385783195,0.9996536895632744,0.03125,0.3375,0.8891313825334821,0.9647286551339286,0.90625,0.23365024057198355,0.4009477096999489,0.32256338000297546,0.09880761567394603,,,,,,,
24,0.011684753000736237,0.12612144649028778,0.0,1.0,0.9306158423423767,0.011684753000736237,0.020173085038550198,0.009667444275692105,0.9995946109294891,0.015625,0.39375,0.9531631469726562,0.984375,0.96875,0.20464501930859552,0.33266626054491566,0.2999613285064697,0.030464916867721223,,,,,,,
25,0.033258106559515,0.0985729992389679,0.0,1.0,1.0900638103485107,0.03325810667593032,0.11460759397596121,0.021797346766106784,0.9997515022754669,0.09375,0.33125,0.720875754783354,0.906134855070916,0.84375,0.1997414419991869,0.42465017960579204,0.2718290090560913,0.0891469486137906,,,,,,,
26,0.012462899088859558,0.10975503921508789,0.0,1.0,3.2631876468658447,0.012462899088859558,0.050414581201039255,0.007421441783662885,0.9996100217103958,0.03125,0.315625,0.8735989484379482,0.9646269135434595,0.90625,0.14380577256944443,0.2741753472222222,0.23116566240787506,0.023904007372797933,,,,,,,
27,0.010407592169940472,0.16118167340755463,0.0,1.0,1.5961757898330688,0.010407592460978776,0.04155508449184708,0.00625208395649679,0.9997117008481707,0.03125,0.23750000000000002,0.8466816952354029,0.9659198961759868,0.890625,0.09915414599574769,0.178031980864635,0.18382230401039124,0.005125568203549071,,,,,,,
28,-0.0010401047766208649,0.11059915274381638,0.0,1.0,0.8467130064964294,-0.001040105300489813,-0.0018804102437570691,-0.0008520640549249947,0.999563604593277,0.015625,0.35625,0.9640314011346727,0.9967506045386905,0.953125,0.17711685907405597,0.35993535980283586,0.27352002263069153,0.06128211148084939,,,,,,,
29,0.00950862467288971,0.1552402228116989,0.0,1.0,1.1018927097320557,0.009508624265436083,0.021409032633528113,0.007367720943875611,0.9996648132801056,0.015625,0.409375,0.9061347928764666,0.9786407340058665,0.90625,0.2560329457364341,0.46516472868217057,0.34664642810821533,0.05520633585170849,,,,,,,
30,0.005602770950645208,0.13668525218963623,0.0,1.0,1.1743754148483276,0.005602770950645208,0.019432926084846258,0.003659478039480746,0.9996876835823059,0.015625,0.296875,0.865442161627735,0.9783702090109403,0.890625,0.10819331395348837,0.18234011627906976,0.1947375386953354,0.05744838686609314,0.33571428571428574,0.37918526785714285,0.7399553571428571,0.6964285714285714,0.08176933447096968,0.25441999088792144,0.11968785883592707
31,0.032107699662446976,0.13235659897327423,0.0,1.0,1.4834922552108765,0.03210770187433809,0.0920631024055183,0.02290139172691852,0.9997248748938242,0.078125,0.278125,0.7948900495256697,0.9323607181789867,0.875,0.2076918652150783,0.35038165944672445,0.2871808707714081,0.08450132965999833,,,,,,,
32,0.007681310176849365,0.1570385843515396,0.0,1.0,1.300062894821167,0.007681310438783839,0.0150884750764817,0.006172462424729019,0.9996829281250635,0.015625,0.278125,0.8808727669584573,0.9786119174432042,0.9375,0.21358409926470587,0.41014093137254903,0.3016713857650757,0.058815792461360324,,,,,,,
33,0.01180771179497242,0.1307777613401413,0.0,1.0,0.685782253742218,0.011807712260633707,0.05059782764874399,0.006747929030098021,0.9997037410736084,0.046875,0.45625,0.8033095934081652,0.9502439888670358,0.875,0.30316772590819274,0.42974592453260374,0.3834986686706543,0.1820577064144271,,,,,,,
34,0.0011289587710052729,0.18015967309474945,0.0,1.0,0.8630920648574829,0.0011289590765954927,0.0025884730566758662,0.0008701119513716549,0.9997008343537649,0.015625,0.2625,0.9190422089820628,0.979513562490751,0.921875,0.15510703445622434,0.26230869528043776,0.24701125919818878,0.050773837966427704,,,,,,,
35,0.001999078318476677,0.1283748745918274,0.0,1.0,0.5812015533447266,0.0019990780274383724,-0.0004667738685384393,0.0020457555656321347,0.9996095821261406,0.015625,0.34375,0.9503205710847312,0.9924281176722582,0.9375,0.15424111519607844,0.258828635620915,0.2492731511592865,0.06049784423112521,,,,,,,
36,0.006524271331727505,0.12256324291229248,0.0,1.0,0.6523477435112,0.006524271477246657,0.018544999416917562,0.00466977123869583,0.9996198356151581,0.015625,0.265625,0.8813068776890851,0.992935844089674,0.9375,0.11352781933994528,0.20641779240766073,0.20165850222110748,0.024030908195119587,,,,,,,
37,0.0034410494845360518,0.10143408179283142,0.0,1.0,0.6970656514167786,0.0034410494554322213,0.02919232996646315,0.000521816109539941,0.9995961129665375,0.015625,0.525,0.8102298585299849,0.9706720382866061,0.84375,0.08130669277562447,0.13317048880275623,0.16232967376708984,0.033984223512245136,,,,,,,
38,0.023956844583153725,0.09700782597064972,0.0,1.0,1.2089484930038452,0.02395684368093498,0.08626355486921966,0.015330487483879551,0.9996460229158401,0.0625,0.3625,0.8100854056222099,0.9345005580357143,0.875,0.21241591498518012,0.418562970246238,0.29342448711395264,0.04696657944883771,,,,,,,
39,0.0014392714947462082,0.16316351294517517,0.0,1.0,1.7129944562911987,0.0014392719021998346,0.019137554452754557,-0.00047448306577280164,0.9996310075124105,0.015625,0.31875000000000003,0.9110188802083333,0.9658203125,0.9375,0.19173901808785532,0.3287548449612403,0.28284090757369995,0.038405457171107535,,,,,,,
40,0.010706823319196701,0.13955888152122498,0.0,1.0,1.0295183658599854,0.010706822504289448,0.03576410247478634,0.0071304121520370245,0.9996861457824707,0.03125,0.303125,0.9035319010416667,0.9697265625,0.953125,0.22900008074935402,0.4532380490956073,0.31935328245162964,0.0785086795194039,0.31071428571428567,0.4536272321428571,0.7477678571428571,0.7321428571428571,0.14432075271969255,0.34091060842941834,0.18968347134068608
41,0.006951822899281979,0.16786101460456848,0.0,1.0,0.9990665316581726,0.006951822666451335,0.02441633347189054,0.004510188882704824,0.9996377229690552,0.015625,0.31875000000000003,0.9160337019884128,0.9822988704536514,0.921875,0.14304369212962964,0.23252314814814815,0.23464705049991608,0.051749837294083716,,,,,,,
42,0.018861407414078712,0.10220309346914291,0.0,1.0,1.3140060901641846,0.018861406948417425,0.07050421833992004,0.011810985073680058,0.9996941486994425,0.0625,0.30312500000000003,0.7897852836936069,0.9322610293412967,0.859375,0.1374968904774364,0.2567810872422659,0.21647542715072632,0.05342648438872469,,,,,,,
43,0.00971803069114685,0.16238532960414886,0.0,1.0,62.03445053100586,0.009718030778458342,0.02583757834509015,0.007134272891562432,0.9996500412623087,0.015625,0.340625,0.8424607578294102,0.973879489650974,0.921875,0.19759585426178036,0.321140774623803,0.2818419337272644,0.03352398963164889,,,,,,,
44,-0.0030859950929880142,0.12704876065254211,0.0,1.0,2.369392156600952,-0.0030859950347803533,0.0020310853142291307,-0.0032891037117224187,0.9996162533760071,0.015625,0.446875,0.9369075112994731,0.9938763830885177,0.9375,0.2129657481241656,0.3190543155436383,0.30665653944015503,0.1010493616281049,,,,,,,
45,0.005657526198774576,0.15596787631511688,0.0,1.0,0.8178662657737732,0.005657526373397559,0.019102909485809505,0.0037472352269105613,0.9996265590190887,0.015625,0.3875,0.8794516657323987,0.9771165587629282,0.875,0.2040835794729305,0.3249976650789203,0.2920287549495697,0.129560641701148,,,,,,,
46,0.0019646496511995792,0.17816117405891418,0.0,1.0,1.0446125268936157,0.001964649825822562,0.010506717721000314,0.0009139777394011617,0.9996426233223507,0.015625,0.340625,0.9327784682765151,0.9831321022727273,0.9375,0.21818055555555557,0.3715277777777778,0.31145840883255005,0.09408812078283683,,,,,,,
47,-0.0057847872376441956,0.12388681620359421,0.0,1.0,0.7156081795692444,-0.005784787354059517,-0.0005878248484805226,-0.005726004543248564,0.9996459037065506,0.015625,0.50625,0.9519585503472222,0.9953342013888888,0.9375,0.21818551214090287,0.3551288902188782,0.3133813738822937,0.06646073691750459,,,,,,,
48,0.004820702597498894,0.08914077281951904,0.0,1.0,0.2739543318748474,0.004820702510187402,0.021796115033794194,0.002641091065015644,0.9996315141518911,0.015625,0.4875,0.9316118190872427,0.9774238388489708,0.9375,0.07439275197194005,0.10042490222327216,0.16755393147468567,0.02057924535264506,,,,,,,
49,0.006759815849363804,0.10676513612270355,0.0,1.0,1.0324252843856812,0.006759816547855735,0.02953969850204885,0.00380584632512182,0.9995837152004242,0.015625,0.459375,0.842596435546875,0.9760498046875,0.90625,0.18497050273597812,0.34457079343365254,0.2692301273345947,0.07215154940773266,,,,,,,
50,0.019503457471728325,0.1298840045928955,0.0,1.0,1.9771753549575806,0.019503458053804934,0.049854952143505216,0.014517963165417314,0.9996604025363922,0.03125,0.35625,0.8524393055801548,0.9650812318072264,0.875,0.19039123062015503,0.32474160206718344,0.27563515305519104,0.04151024080926743,0.39285714285714285,0.420166015625,0.7455357142857143,0.6785714285714286,0.12221468878248976,0.27812561070940006,0.16423128904508694
51,0.0017380579374730587,0.09890370070934296,0.0,1.0,1.8353010416030884,0.0017380580538883805,-0.0005347210681065917,0.0017915303469635546,0.9995305240154266,0.015625,0.478125,0.9554265480895916,0.9987895256916997,0.953125,0.22768543106248523,0.4002454814698832,0.3232280910015106,0.07673968677376325,,,,,,,
52,0.010369045659899712,0.11101922392845154,0.0,1.0,0.888701856136322,0.010369045747211203,0.04323225119151175,0.006045820366125554,0.9996968328952789,0.046875,0.30625,0.7826031415890424,0.9444486177884616,0.828125,0.1668107725017718,0.3068845233876683,0.24507108330726624,0.029297317120457703,,,,,,,
53,0.002280224347487092,0.143743634223938,0.0,1.0,1.361794114112854,0.00228022423107177,-0.00029877666383981705,0.0023101018741726875,0.9996252581477165,0.015625,0.48125,0.9162636481560432,0.9905733914522977,0.921875,0.3166436376633987,0.44575163398692813,0.408270001411438,0.1370771591932487,,,,,,,
54,0.011267069727182388,0.12678158283233643,0.0,1.0,0.854418158531189,0.011267070221947506,0.03989535570144653,0.007277534168679267,0.9996494829654694,0.03125,0.36562500000000003,0.8646492943975138,0.9624729100119305,0.875,0.15171520177838577,0.30512568399452805,0.23818013072013855,0.051068973567160704,,,,,,,
55,0.007768372073769569,0.14864738285541534,0.0,1.0,0.8140805959701538,0.007768372073769569,0.03334912552963942,0.004433459835126996,0.9996659219264984,0.03125,0.290625,0.8881207322417839,0.9612068873004689,0.90625,0.16471599264705883,0.28846507352941175,0.25352805852890015,0.0626446696392042,,,,,,,
56,0.007166897878050804,0.12815971672534943,0.0,1.0,1.521515130996704,0.007166897674323991,0.018719156127190217,0.005294981499901041,0.996520976225535,0.015625,0.465625,0.9463729858398438,0.9951171875,0.96875,0.18543240685324516,0.3002173107615139,0.2800697088241577,0.09422149754211276,,,,,,,
57,0.004118641372770071,0.16921383142471313,0.0,1.0,2.378887414932251,0.004118641547393054,-0.002310192008735612,0.004349661059677601,0.9996042350927988,0.015625,0.265625,0.988037109375,0.9990234375,0.984375,0.24472611362859098,0.4296201692886457,0.3435298502445221,0.061997030727638326,,,,,,,
58,-0.001209727139212191,0.17816302180290222,0.0,1.0,1.8292455673217773,-0.001209727139212191,0.002544505783589557,-0.00146417785435915,0.9995599865913392,0.015625,0.453125,0.9814811197916666,0.9998828125,0.984375,0.4625310968137255,0.7194189133986928,0.5606791973114014,0.08288516099304033,,,,,,,
59,-0.00158548669423908,0.13666048645973206,0.0,1.0,2.9513614177703857,-0.0015854867961024866,-1.508076093159616e-05,-0.001583978533744812,0.9995564669370651,0.015625,0.43125,0.9861170306701248,0.997072289347166,0.984375,0.26294255514705883,0.46911764705882353,0.36155423521995544,0.04073245052914792,,,,,,,
60,0.0018202669452875853,0.16005074977874756,0.0,1.0,0.9736093878746033,0.001820267061702907,0.005822237115353346,0.001238043187186122,0.9995665351549784,0.015625,0.54375,0.9511553016075721,0.9943795072115384,0.953125,0.1284813468992248,0.2646237080103359,0.22359690070152283,0.045899380196913364,0.4714285714285714,0.7310571655850188,0.8952108051972182,0.8214285714285714,0.2157276449946748,0.39338379019301745,0.2888333595224789
61,0.0032542687840759754,0.14751607179641724,0.0,1.0,1.7752898931503296,0.0032542687258683145,0.005058737704530358,0.002748394792433828,0.9995890483260155,0.015625,0.30625,0.9473185841586169,0.9887535033011343,0.9375,0.18988219975490198,0.33107766544117645,0.28461405634880066,0.05392229784305365,,,,,,,
62,-0.002862276043742895,0.18692035973072052,0.0,1.0,0.8341291546821594,-0.002862276160158217,0.0014684709603898227,-0.0030091229709796607,0.9995811382929484,0.015625,0.34375,0.9372966220105466,0.9923505505421866,0.9375,0.14719110037104643,0.22701970244177805,0.24092073738574982,0.051751759460313386,,,,,,,
63,-0.002585559617727995,0.138322651386261,0.0,1.0,0.6042274832725525,-0.002585559443105012,0.0007308832136914134,-0.002658647659700364,0.9995355606079102,0.015625,0.440625,0.9387870403251263,0.9936898279671718,0.9375,0.17033188696990423,0.2534124914500684,0.26421058177948,0.10358045243893532,,,,,,,
64,0.00019877287559211254,0.16336387395858765,0.0,1.0,1.2139904499053955,0.00019877293379977345,0.0015093378606252372,4.783918848261237e-05,0.9996345818042756,0.015625,0.471875,0.9107117606386083,0.9899560106533911,0.890625,0.10638403799019608,0.19204963235294117,0.19745521247386932,0.05311720284513378,,,,,,,
65,0.0041328854858875275,0.1606564074754715,0.0,1.0,0.7370529770851135,0.004132885384024121,-1.416041050106287e-05,0.004134301503654569,0.9996342609326044,0.015625,0.40625,0.9756719051640926,0.9964376206563706,0.96875,0.3138718341503268,0.49971915849673204,0.41143903136253357,0.10719459688762385,,,,,,,
66,0.014528680592775345,0.13886544108390808,0.0,1.0,1.3012926578521729,0.014528681116644293,0.0583999203518033,0.008688688627444208,0.9996616184711457,0.046875,0.26875,0.8088962839208823,0.9416398231835293,0.828125,0.13951033377069522,0.27960042497544635,0.22039996087551117,0.061993139797155476,,,,,,,
67,0.02175319194793701,0.11388968676328659,0.0,1.0,2.5236856937408447,0.021753191715106368,0.07544495724141598,0.014208695851266384,0.9996361136436462,0.046875,0.375,0.8788931880436891,0.9545599754820479,0.9375,0.21463325780893752,0.36018866849065206,0.30252256989479065,0.07030795305343518,,,,,,,
68,0.011594144627451897,0.11810456216335297,0.0,1.0,1.453732967376709,0.01159414486028254,0.01895658054854721,0.009698486421257257,0.9996045033137003,0.015625,0.375,0.9444128185813799,0.9817528368255197,0.953125,0.25258813255472873,0.4013025139774785,0.3470294177532196,0.0978554796974388,,,,,,,
69,,,,,,,,,,,0.4375,0.8815098353794643,0.9801409040178571,0.953125,0.29276352314181486,0.4859094752241982,,0.05881280152253432,,,,,,,
70,-0.00031464290805161,0.1302713304758072,0.0,1.0,0.8951441049575806,-0.0003146430244669318,-0.0017502996779512614,-0.00013961299555376172,0.9995778024196624,0.015625,0.315625,0.9758899165134803,0.9973096660539216,0.96875,0.16512572763480393,0.28222273284313726,0.2627147436141968,0.04902196332641094,0.3821428571428571,0.4590821536262531,0.7638583764097744,0.6964285714285714,0.12828490270442724,0.2735650830800238,0.17419311480729707
71,0.001390277873724699,0.15896950662136078,0.0,1.0,0.8233458995819092,0.0013902779610361904,-0.001325061428360641,0.0015227838594000787,0.9996116936206818,0.015625,0.290625,0.9285205968050623,0.9953323872202493,0.90625,0.27487064962855295,0.44786317021963823,0.367722749710083,0.09018243398366482,,,,,,,
72,0.015717679634690285,0.13620655238628387,0.0,1.0,2.116499423980713,0.015717681002570316,0.06954936173860915,0.008762744546402246,0.9997207919756571,0.0625,0.384375,0.7228249847060776,0.9184418120941559,0.828125,0.1711421568627451,0.30151654411764706,0.243424654006958,0.14367201966982138,,,,,,,
73,-0.0026250772643834352,0.1406129151582718,0.0,1.0,4.1344122886657715,-0.002625077439006418,0.00012703542597591877,-0.0026377809699624777,0.9996448814868927,0.015625,0.409375,0.9400974815277866,0.9947649261111462,0.921875,0.1579584526761286,0.2755422081623347,0.2519682049751282,0.047844104639322274,,,,,,,
74,0.004935720469802618,0.12414053082466125,0.0,1.0,0.6505337357521057,0.004935720338835381,0.0006358654936775565,0.004872133664321154,0.9995966926217079,0.015625,0.53125,0.9518766173461572,0.9970898027179622,0.9375,0.1821935918262654,0.29022742818057456,0.2773812711238861,0.08199280037337181,,,,,,,
75,0.004718872252851725,0.09838635474443436,0.0,1.0,1.2846730947494507,0.004718871612567455,0.02028922626050189,0.002689948945771903,0.9995113511880239,0.015625,0.603125,0.9315862482244318,0.9788840553977273,0.9375,0.12416911764705882,0.2274356617647059,0.21732774376869202,0.05281074307697164,,,,,,,
76,0.011205869726836681,0.15990298986434937,0.0,1.0,1.6492953300476074,0.011205869755940512,0.039584385114721954,0.007247431261930615,0.9996538559595743,0.03125,0.36875,0.9249954223632812,0.9697265625,0.953125,0.20756321486928106,0.3811529820261438,0.30006274580955505,0.08145555567658687,,,,,,,
77,0.011571187525987625,0.1257825493812561,0.0,1.0,1.7967151403427124,0.01157118787523359,0.04056399327237159,0.007514788536354899,0.9995635524392128,0.03125,0.44375000000000003,0.8282772288602941,0.9588120404411765,0.828125,0.21162121832919914,0.3746185108079376,0.29444894194602966,0.06445749909326179,,,,,,,
78,0.00054561672732234,0.1583525687456131,0.0,1.0,3.0639941692352295,0.0005456165818031877,-0.0081105096032843,0.0013566677225753665,0.9996323883533478,0.015625,0.45,0.8916779357117491,0.9828372311282467,0.921875,0.2086016515617875,0.33820679434564527,0.2977694571018219,0.06497441331519822,,,,,,,
79,0.00527211045846343,0.12328944355249405,0.0,1.0,0.5800135135650635,0.0052721107203979045,0.003928135673049837,0.004879297222942114,0.9996573150157928,0.015625,0.315625,0.964111328125,0.9970703125,0.953125,0.18566598148464813,0.3565112479100167,0.2820771336555481,0.07126823133525037,,,,,,,
80,0.015399613417685032,0.12427319586277008,0.0,1.0,0.8838315010070801,0.015399613184854388,0.05292702093720436,0.010106910893227905,0.9996233642101288,0.03125,0.44375,0.859539286295573,0.967193603515625,0.921875,0.16912031930827887,0.2753846677559913,0.25507426261901855,0.06153963857852327,0.4571428571428572,0.7858450753348214,0.9084821428571429,0.8928571428571429,0.23769263810175234,0.4085116604781448,0.3162771463394165
81,0.0032352302223443985,0.1860821396112442,0.0,1.0,1.44318425655365,0.0032352302587241866,0.013661616656463593,0.0018690685974434018,0.9996274709701538,0.015625,0.434375,0.8633595359337711,0.9700702238132095,0.890625,0.400421411134735,0.5560958293960154,0.48675739765167236,0.14508467938899397,,,,,,,
82,0.00024449429474771023,0.12373820692300797,0.0,1.0,0.47407108545303345,0.0002444943820592016,-0.0035133279161527753,0.0005958270048722625,0.999557614326477,0.015625,0.3125,0.9519407018491491,0.9952628073965964,0.9375,0.13062122734268125,0.278186987004104,0.2258153110742569,0.06485119207579963,,,,,,,
83,0.013681171461939812,0.14214199781417847,0.0,1.0,2.8967607021331787,0.013681172466021962,0.03242907184176147,0.010438265861012042,0.9996474236249924,0.03125,0.38125000000000003,0.90059324085203,0.9637010884081196,0.921875,0.17581171981874144,0.3064455796853625,0.2658710479736328,0.04165588345327547,,,,,,,
84,0.012053883634507656,0.11644874513149261,0.0,1.0,0.9859106540679932,0.01205388392554596,0.021766853518784046,0.009877198317553848,0.999616764485836,0.015625,0.46875,0.909137709515066,0.981277400560264,0.90625,0.2388095716484268,0.379656506497948,0.3297233581542969,0.08030297690700802,,,,,,,
85,-0.00011890544556081295,0.14050891995429993,0.0,1.0,1.4140201807022095,-0.00011890554742421955,-0.0009774420177564025,-2.1161336917430162e-05,0.9996259212493896,0.015625,0.390625,0.9160683654406055,0.9923984617624224,0.890625,0.1818671875,0.2485294117647059,0.2734740078449249,0.11885014542956272,,,,,,,
86,0.01058098953217268,0.11040855199098587,0.0,1.0,1.2328559160232544,0.010580989110167138,0.04530926386360079,0.006050063151633367,0.9943262115120888,0.03125,0.565625,0.8267050084449449,0.9533044087797795,0.890625,0.17324649761838049,0.28760857383020455,0.2559169828891754,0.1044631181556758,,,,,,,
87,0.012852542102336884,0.13503456115722656,0.0,1.0,1.9016400575637817,0.012852543208282441,0.02126569248503074,0.010725973988883197,0.9996273994445801,0.015625,0.321875,0.956939697265625,0.9849853515625,0.96875,0.173162109375,0.3168185763888889,0.26885610818862915,0.033064214209707926,,,,,,,
88,0.0033121714368462563,0.16663841903209686,0.0,1.0,0.7962435483932495,0.003312171815196052,-0.000905470660654828,0.003402718954021111,0.9995683232943217,0.015625,0.4,0.9881122295673077,0.9993239182692307,0.984375,0.154648553874069,0.2535964337285302,0.25345978140830994,0.02168102608931529,,,,,,,
